"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"sf10",565,1442,3.6872399445215,1.39542854681663,4,3.71663778162912,1.4826,1,6,5,-0.275666708842838,-0.7139673844874,0.0367472609230577
"sf11",566,1442,4.2253814147018,1.3626705217633,4,4.32409012131716,1.4826,1,6,5,-0.49351931288939,-0.489700128205675,0.0358846100215084
"sf12",567,1439,3.42112578179291,1.30655717002702,3,3.50650477016479,1.4826,1,5,4,-0.210872294114763,-1.10450434325803,0.0344427659583003
"physical",568,1434,48.2064156206416,10.1795774427514,51,49.1289198606272,8.8956,13,68,55,-0.756934189778538,-0.165008170547361,0.268816037474455
"mental",569,1434,40.9281729428173,11.6687115355376,40,41.0226480836237,13.3434,8,67,59,-0.0384590824186647,-0.894750426546628,0.308140177237836
"b1_sfphy",570,1434,48.2067882217573,10.1669121584372,51.08977,49.1236896080139,9.16758296999999,13.42879,68.06714,54.63835,-0.752092931130538,-0.181887726567948,0.268481580414525
"b1_sfmtl",571,1434,40.9172250906555,11.6535689781318,40.317175,41.0134407491289,13.98151104,7.63715,67.37178,59.73463,-0.0410554059033736,-0.89686795756505,0.307740301869535
"surfqa",572,1441,0.170714781401804,0.433016040708107,0,0.0693842150910668,0,0,3,3,3.11587963509333,12.9218211418144,0.0114070145186798
"surfqb",573,1440,0.05,0.284410806056674,0,0,0,0,3,3,7.43651440885237,65.4533441605789,0.00749488281919584
"surfqc",574,1439,0.0562890896455872,0.32771873831924,0,0,0,0,3,3,7.23940609018022,57.8187358078368,0.00863914726658734
"surfqd",575,1438,0.390125173852573,0.578036761712039,0,0.322916666666667,0,0,3,3,1.67670264914787,4.20416339403636,0.0152431953830935
"surfqe",576,1438,0.381780250347705,0.618325258783791,0,0.291666666666667,0,0,3,3,1.99951394351704,5.23014062895398,0.0163056285590337
"surfqf",577,1441,0.0916030534351145,0.347519380900952,0,0,0,0,3,3,4.94557091958988,31.0454491393641,0.00915476160415958
"surfqg",578,1441,0.0388619014573213,0.265915261040877,0,0,0,0,3,3,8.71163415038112,86.1571163394766,0.00700505052531422
"surfqh",579,1441,0.058292852185982,0.310804735521331,0,0,0,0,3,3,6.92003117162821,55.8501789772532,0.00818758151492165
"surfqi",580,1440,0.0166666666666667,0.192997639754118,0,0,0,0,3,3,13.6510059210067,199.45893488328,0.00508593437216393
"surfqj",581,1438,0.0354659248956885,0.243483244491628,0,0,0,0,3,3,8.95461929688268,94.3459390813747,0.00642080731561559
"surfqk",582,1440,0.151388888888889,0.511845250989538,0,0.00868055555555556,0,0,3,3,4.193636257987,18.9659093605664,0.0134883066888958
"surfql",583,1440,0.204861111111111,0.466058519488023,0,0.108506944444444,0,0,3,3,2.76124742479877,10.2163004043726,0.012281720370901
"surfqm",584,1442,710.257281553398,683.972408116669,619,604.474870017331,475.1733,0,6667,6667,2.31855234308841,10.3697022146391,18.0117517321638
"surfqn",585,1435,4.17212543554007,14.1799179558242,2,2.00696257615318,0,1,98,97,6.45694060646762,39.7500657795288,0.374324081422817
"dworked",586,1435,2.35400696864111,5.89447915940169,0,0.613577023498694,0,0,30,30,2.55293530139076,5.45734861310015,0.155603544652577
"hworked",587,1427,4.33917309039944,11.1972572347973,0,1.07786526684164,0,0,72,72,2.81621724470708,7.4845952355944,0.296414653009471
"earnweek",588,1413,38.0438782731776,159.916225588519,0,5.19186560565871,0,0,4000,4000,13.2965223585059,281.156368958465,4.25423474185875
"surfq2",589,1439,0.0618485059068798,0.240963935479708,0,0,0,0,1,1,3.63412898203055,11.2146882965297,0.00635216324590444
"surfq3",590,1439,0.0687977762334955,0.253197933305899,0,0,0,0,1,1,3.40368157084501,9.59171522634548,0.00667466939682404
"surfq4a",591,1438,1.65159944367177,0.735070057719757,2,1.81336805555556,0,0,2,2,-1.71347354049093,1.05042593496147,0.0193842628224846
"surfq4b",592,1437,1.64787752261656,0.740692491256961,2,1.80886185925282,0,0,2,2,-1.69712946075613,0.981204730267742,0.0195393250600596
"surfq4c",593,1437,1.64231036882394,0.75111223451684,2,1.80191138140747,0,0,2,2,-1.67323764966578,0.871573295654817,0.0198141958775721
"surfq4d",594,1437,1.63604732080724,0.760558340564769,2,1.79409209383145,0,0,2,2,-1.64626387758987,0.761137122168192,0.0200633823332213
"surfq4e",595,1437,0.46624913013222,0.781761582500856,0,0.33362293657689,0,0,2,2,1.24794396351827,-0.206251993469163,0.0206227197659705
"arrest",596,1437,0.0194850382741823,0.148000646803532,0,0,0,0,2,2,8.18945264581565,73.8056257411857,0.00390422851740515
"police",597,1437,0.0626304801670146,0.50372101255095,0,0,0,0,15,15,19.9449075198812,545.485360547225,0.0132880631571043
"court",598,1437,0.0201809324982603,0.154808608940827,0,0,0,0,2,2,8.42265416757676,78.5301923314034,0.00408382124551751
"nitejail",599,1437,0.0911621433542102,1.16621956657041,0,0,0,0,30,30,17.393988938664,362.451881841361,0.0307646472343079
"parole",600,1438,0.0681502086230876,0.252091156087809,0,0,0,0,1,1,3.42375738430936,9.72888164148687,0.00664780339439846
"income",601,1327,1.75433308214017,1.06284876620917,1,1.55032925682032,0,0,5,5,1.39691215211112,1.32376319168778,0.0291766893440532
"support",602,1367,75.6108266276518,308.319369796843,0,12.5972602739726,0,0,5000,5000,8.09600606458776,85.0354486737246,8.33904951051302
"priv1a",603,1437,0.0911621433542102,0.287939755987969,0,0,0,0,1,1,2.8377696392841,6.0571531159797,0.00759579522726842
"public1b",604,1436,0.536908077994429,0.49880964358561,1,0.546086956521739,0,0,1,1,-0.14788156750592,-1.97950807501669,0.0131630830448843
"medcaid",605,1431,0.469601677148847,0.499249557784716,0,0.462008733624454,0,0,1,1,0.121690964625227,-1.98657808910159,0.0131976884490084
"insur2gd",606,1438,0.547287899860918,0.497931995318682,1,0.559027777777778,0,0,1,1,-0.189805097133477,-1.96533929182297,0.0131307819759696
"vital_sysbp",607,1459,124.587388622344,16.1386229116998,122,123.706586826347,16.3086,82,190,108,0.617694322795481,0.643647975960564,0.422511786084634
"vital_diabp",608,1459,78.8684030157642,10.8663388757091,80,78.5106928999145,11.8608,50,120,70,0.411248235228273,0.409700468907536,0.284482528137412
"bmi",609,1446,29.8040251327801,7.03194657356135,28.693878,29.1463719421416,6.581580159,16.49898,60.982777,44.483797,0.941312594197587,1.0705854816968,0.184923206769971
"waist",610,1437,39.3979123173278,6.494408187035,38.5,38.9879061685491,6.6717,25.5,75,49.5,0.691424826006286,0.763979433344917,0.171321235380482
"hips",611,1435,42.5420975609756,5.68209516198081,42,42.1178851174935,5.1891,25,64.44,39.44,0.737409300680032,0.743774133088018,0.149996992838163
"wh_ratio",612,1434,0.925739191073919,0.0815741262423284,0.93,0.924216027874564,0.0741299999999999,0.67,1.39,0.72,0.348716112691345,1.20795541050827,0.00215415949239803
"b1_wt",613,1454,195.668500687758,47.1087261927568,189,191.609965635739,42.9954,101,413,312,1.01385066441828,1.71509569534078,1.23543288681165
"bmi_cat",614,1446,3.43499308437068,1.26364917548601,3,3.32037996545769,1.4826,1,6,5,0.51645508565826,-0.585123061566722,0.033230920530836
"heart_rate",615,1458,78.1604938271605,12.7432392735201,78,77.6934931506849,11.8608,45,132,87,0.400733772235543,0.476989584999799,0.333734477947734
"height_std",616,1451,68.0206753962784,3.88537307826654,68,68.1231696813092,4.4478,48,80,32,-0.325445707586619,0.489591257558182,0.101999729588831
"weight_std",617,1454,195.668500687758,47.1087261927568,189,191.609965635739,42.9954,101,413,312,1.01385066441828,1.71509569534078,1.23543288681165
"Olanzapine",618,1460,0.23013698630137,0.421064590099266,0,0.162671232876712,0,0,1,1,1.28093495562967,-0.359450431299369,0.0110197639706799
"Quetiapine",619,1460,0.230821917808219,0.421503082218658,0,0.163527397260274,0,0,1,1,1.27635466970461,-0.371171577158702,0.0110312398339378
