"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"cut_pos_1",40,1307,2.01071155317521,0.809282876100454,2,1.97612225405922,1.4826,1,4,3,0.319396545939253,-0.65789574307216,0.0223852813559359
"cut_neg_1",41,1307,2.31140015302219,0.884726680923957,2,2.27650429799427,1.4826,1,4,3,0.129030579458546,-0.748791597017151,0.0244721051939418
"cut_gen_1",42,1307,2.06426931905126,0.907726480752257,2,1.99235912129895,1.4826,1,4,3,0.438770930496484,-0.69181927204987,0.0251082943504053
"c1_panss_1",43,1306,-4.47166921898928,12.2406255243308,-4,-4.35181644359465,10.3782,-58,61,119,0.0164471201808725,1.9250109837002,0.338713123167971
"c1_ppos_1",44,1306,-1.39777947932619,4.2038664524222,-1,-1.38479923518164,2.9652,-17,17,34,0.0772270862321259,1.71552505192325,0.116326141392911
"c1_pneg_1",45,1306,-0.942572741194487,4.48489956452762,-1,-0.84225621414914,4.4478,-23,20,43,-0.196426301486521,1.64435285729641,0.124102672332905
"c1_ppsy_1",46,1306,-2.13284839203675,6.95316575568565,-2,-2.09273422562141,5.9304,-27,35,62,0.0483080635969414,1.379952729236,0.192402625530171
"b1_panss_1",47,1306,75.6316998468606,17.4088947104445,75,75.4216061185468,17.7912,31,133,102,0.178327517644562,0.000191965375288206,0.481725471182518
"cs01_1",48,1301,3.27132974634896,1.54539529410111,3,3.20941402497598,1.4826,1,7,6,0.257315140618152,-0.576633879710307,0.0428450779358388
"cs02a_1",49,1275,3.81098039215686,1.57938700887118,4,3.87952987267385,1.4826,1,6,5,-0.17485194337504,-1.06564761981769,0.0442316834698977
"cs02b_1",50,1274,3.31593406593407,1.66288596709495,3,3.27009803921569,1.4826,1,6,5,0.161204803541435,-1.18332997288889,0.0465883955774547
"cs02c_1",51,1274,3.57182103610675,1.90034072588754,4,3.58970588235294,2.9652,1,6,5,-0.0551430372218445,-1.49756747559925,0.0532410683723938
"cs02d_1",52,1274,3.77551020408163,1.59272105039071,4,3.83725490196078,1.4826,1,6,5,-0.188445311764929,-1.14812192038074,0.0446226138222651
"cs02e_1",53,1274,3.13736263736264,1.71517911194884,3,3.04705882352941,2.9652,1,6,5,0.251456558996891,-1.21649725357376,0.0480534712150214
"cs02f_1",54,1274,3.38736263736264,1.67207237635947,3,3.3593137254902,1.4826,1,6,5,0.0580708421880993,-1.2244891634859,0.046845767446134
"cs03_1",55,1289,64.7754072924748,25.3463620089633,70,66.8494675701839,29.652,1,100,99,-0.626079171981933,-0.201534754625967,0.705974760431083
"cs04_1",56,1298,2.94838212634823,1.00635666704176,3,3.05961538461538,1.4826,1,4,3,-0.700096327802804,-0.575326972649964,0.0279328070792153
"cs05_1",57,1300,3.37923076923077,0.805121802484218,4,3.53942307692308,0,1,4,3,-1.39120129237962,1.61936420444755,0.0223300610911603
"cs06_1",58,1308,0.65519877675841,0.47548521371398,1,0.693702290076336,0,0,1,1,-0.652302611254888,-1.5757042171296,0.0131471962005692
"cs07_1",59,1308,0.293577981651376,0.455575050525111,0,0.24236641221374,0,0,1,1,0.905511410741827,-1.18095019908791,0.0125966789304636
"cs08_1",60,1308,0.128440366972477,0.334707466684707,0,0.0362595419847328,0,0,1,1,2.21850781942391,2.92401418274736,0.00925468260080605
"cs09_1",61,1308,0.058868501529052,0.235468449052211,0,0,0,0,1,1,3.74397711241482,12.0265609898329,0.0065107174933001
"cs10_1",62,1308,0.00764525993883792,0.087135610921127,0,0,0,0,1,1,11.2922447404311,125.610825772263,0.00240930514723771
"cs11_1",63,1308,0.000764525993883792,0.0276500631804666,0,0,0,0,1,1,36.0833747288929,1301.00458540246,0.000764525993883792
"cs12_1",64,1308,0.014525993883792,0.119691026983983,0,0,0,0,1,1,8.10591839410142,63.7546568572834,0.00330946445824205
"cs13_1",65,1308,0.00611620795107034,0.0779964800982779,0,0,0,0,1,1,12.6545763201139,158.259296940925,0.00215660760257139
"cscigs_1",66,1280,11.7796875,14.0004990382129,10,9.431640625,14.826,0,99,99,1.75086333680491,4.72770206336167,0.391325844604555
"cs14_1",67,1308,1.25764525993884,0.623545620694208,1,1.09541984732824,0,1,5,4,2.6484160436058,7.02009480070753,0.0172410758080981
"cs15_1",68,1308,1.37155963302752,0.642431076537765,1,1.24713740458015,0,1,5,4,1.86162013661833,3.60997002352568,0.0177632598553644
"cs16_1",69,1300,3.76461538461538,0.955302977098954,4,3.77692307692308,1.4826,1,7,6,0.0713191320411579,0.27990013159428,0.0264953374425668
"b1_cgis_1",70,1306,3.95865237366003,0.938641403533486,4,3.96845124282983,1.4826,1,7,6,-0.0678556611075895,0.397280206687298,0.025973359016142
"b1_resp_1",71,1306,0.274119448698315,0.446240350135318,0,0.217973231357553,0,0,1,1,1.01159653187581,-0.977419104936395,0.0123480178670171
"c1_cgis_1",72,1296,-0.197530864197531,0.820552643023777,0,-0.196050096339114,0,-4,3,7,-0.168725733793766,1.14542865243478,0.0227931289728827
"cgisresp_1",73,1300,0.381538461538462,0.485554945541747,0,0.351923076923077,0,0,1,1,0.48716953070681,-1.76229396409591,0.0134668711785069
"e1_day",74,1460,230.446575342466,197.337102519416,152,219.435787671233,179.3946,1,646,645,0.503090758885116,-1.39709305835227,5.164548013665
"comp1_1a",75,1460,0.254109589041096,0.435508685632065,0,0.19263698630137,0,0,1,1,1.12843670390906,-0.727127230548372,0.0113977832277822
"comp_s",76,1460,0.482876712328767,0.499877927393151,0,0.478595890410959,0,0,1,1,0.0684629524701851,-1.99667900542676,0.0130824032786195
"es_day",77,1460,347.026712328767,200.009125833983,484.5,360.929794520548,108.9711,1,662,661,-0.489457518270139,-1.41668227138,5.23447805989315
"tmdisc1",78,1460,8.14929062085205,7.05994509236282,5.214286,7.74253914332192,6.19515040242,0.035714287,23.071428,23.035713713,0.514547256378306,-1.3944287847269,0.184767207675804
"censor1",79,1460,0.254109589041096,0.435508685632065,0,0.19263698630137,0,0,1,1,1.12843670390906,-0.727127230548372,0.0113977832277822
"dcr_eff1",80,1460,0.232876712328767,0.422809168231228,0,0.166095890410959,0,0,1,1,1.26269885599693,-0.40586818389863,0.0110654216671348
"dcr_tae1",81,1460,0.145890410958904,0.35311726705806,0,0.0573630136986301,0,0,1,1,2.00424664120716,2.01838846371422,0.0092415012528933
"dcr_pat1",82,1460,0.305479452054795,0.460768024388123,0,0.256849315068493,0,0,1,1,0.843753491581039,-1.28896148870735,0.0120588503364687
"tmsucc1",83,1460,3.80547945205479,5.65023222268274,1,2.61130136986301,1.4826,0,19,19,1.46223650470437,0.778243335205011,0.147873335677111
"compeff",84,1460,3.32602739726027,1.31235781798606,4,3.40753424657534,1.4826,1,5,4,-0.655864526566153,-0.864693817823676,0.0343459738466099
"dcr_pgo1",85,1460,0.0719178082191781,0.258440292144683,0,0,0,0,1,1,3.31054404288215,8.96584425615119,0.00676369157348653
"dcr_pst1",86,1460,0.233561643835616,0.423241416218986,0,0.166952054794521,0,0,1,1,1.25817490413959,-0.417280311953999,0.011076734113999
"b1_day",87,1460,1,0,1,1,0,1,1,0,NA,NA,0
"enddy_1",88,1460,228.180136986301,197.678461763933,146,216.791095890411,173.4642,1,646,645,0.514547245793359,-1.39442879900262,5.17348179340387
"enddy_s",89,1403,349.004989308624,201.666107583761,489,364.004452359751,94.8864,-2,662,664,-0.540521603917502,-1.37497761579283,5.38398796490682
"rtd01",90,1460,229.498630136986,197.422467229556,151.5,218.439212328767,180.1359,1,646,645,0.502380232356769,-1.39945553325407,5.1667821102366
"rtd02",91,1460,0.254109589041096,0.435508685632065,0,0.19263698630137,0,0,1,1,1.12843670390906,-0.727127230548372,0.0113977832277822
"rtd05a",92,1460,0.242465753424658,0.428721358954945,0,0.178082191780822,0,0,1,1,1.20058330605738,-0.558981181967412,0.0112201507701202
"rtd06a",93,1460,0.165753424657534,0.371986563717856,0,0.0821917808219178,0,0,1,1,1.79585862453517,1.22594929768933,0.00973533331660274
"rtd07a",94,1460,0.303424657534247,0.459894552917112,0,0.254280821917808,0,0,1,1,0.854285838239246,-1.2710648919034,0.0120359905432874
"rtd08",95,1460,0.00410958904109589,0.0639961362875529,0,0,0,0,1,1,15.4868962015408,238.006973839603,0.00167485543431244
"rtd11",96,1444,30.3026315789474,42.3300953411042,3,25.8762975778547,2.9652,1,99,98,0.874236758928643,-1.23330636544659,1.11394987739748
"rtd12",97,1427,74.0049053959355,38.7834908492774,95,80.4129483814523,0,1,99,98,-1.30252349007599,-0.302036490172821,1.02667954674283
"rand1_1a",98,1460,1,0,1,1,0,1,1,0,NA,NA,0
"ittpop_1",99,1460,0.980821917808219,0.137197579940345,1,1,0,0,1,1,-7.00438867706633,47.0937181178008,0.003590624773113
"phase1a",100,1460,0.158219178082192,0.36507143888851,0,0.0727739726027397,0,0,1,1,1.87112268494247,1.50213036559329,0.00955435622843388
"treat11a",101,1460,2.79315068493151,1.39703286546011,3,2.74143835616438,1.4826,1,5,4,0.258225931823597,-1.1675574861456,0.0365620211213288
"zpr_cort",102,1460,0.608904109589041,0.488163001698308,1,0.636130136986301,0,0,1,1,-0.445873682989258,-1.80242979269931,0.0127758096606171
"randreg1",103,1460,1.67328767123288,0.46917177195103,2,1.7166095890411,0,1,2,1,-0.738190110317103,-1.45607126304211,0.0122787864621605
"set1",104,1460,0.736986301369863,0.440420650477141,1,0.796232876712329,0,0,1,1,-1.0754444948428,-0.843995810762573,0.0115263352231239
"set2",105,1460,0.694520547945205,0.460768024388123,1,0.743150684931507,0,0,1,1,-0.843753491581039,-1.28896148870735,0.0120588503364687
"set3",106,1460,0.505479452054794,0.500141285304783,1,0.506849315068493,0,0,1,1,-0.0218966086837043,-2.00088960378733,0.013089295670177
"set4",107,1460,0.208219178082192,0.406173546494401,0,0.13527397260274,0,0,1,1,1.43574575230887,0.0614093335324899,0.0106300475479239
"panss_general",108,1447,37.0179682100898,9.30553802399416,37,36.7549611734254,10.3782,16,70,54,0.307951110897772,-0.0822902831818122,0.244628595849699
"panss_negative",109,1447,20.1741534208708,6.40971520881,20,20.0025884383089,5.9304,7,41,34,0.270571635634418,-0.279287827468103,0.168501770374221
"panss_positive",110,1447,18.4671734623359,5.63395841053944,18,18.3468507333909,5.9304,7,38,31,0.243992210078273,-0.113526223026071,0.148108291158677
"panss_total",111,1447,75.6579129232896,17.555122963182,75,75.4098360655738,17.7912,31,140,109,0.199860210237454,0.0179808648471771,0.461497773624563
"pos_p1",112,1448,3.33425414364641,1.44950030578545,3,3.30948275862069,1.4826,1,7,6,0.0334037237287791,-0.638176952731913,0.0380920223415861
"pos_p2",113,1448,2.9060773480663,1.32730260977845,3,2.85086206896552,1.4826,1,7,6,0.211312506044779,-0.664576478242343,0.0348807381853771
"pos_p3",114,1448,3.17610497237569,1.55970626831807,3,3.17413793103448,1.4826,1,7,6,-0.0827479648009487,-1.21863656155816,0.040988170738529
"pos_p4",115,1447,1.96682791983414,1.06054858718305,2,1.83779119930975,1.4826,1,6,5,0.75078144213886,-0.29856766650819,0.0278802269190678
"pos_p5",116,1447,2.069799585349,1.33573872979475,1,1.86194995685936,0,1,7,6,1.03820385983702,0.1052829646842,0.0351145617855953
"pos_p6",117,1447,3.22598479612992,1.35862160938959,3,3.23986194995686,1.4826,1,7,6,-0.07253886682851,-0.731660579808741,0.035716118266247
"pos_p7",118,1447,1.78991015894955,1.02463861602247,1,1.63157894736842,0,1,7,6,1.27215337093774,1.39210733327827,0.0269362077984791
"neg_n1",119,1447,3.04077401520387,1.40060111899809,3,3.00690250215703,1.4826,1,7,6,0.119205601477915,-0.709661035297043,0.0368196964219116
"neg_n2",120,1447,3.11955770559779,1.22229081031777,3,3.13546160483175,1.4826,1,7,6,-0.240058152099561,-0.590272575238366,0.0321321866481058
"neg_n3",121,1447,2.38769868693849,1.27033964719852,2,2.26229508196721,1.4826,1,7,6,0.665654482084994,0.0357359055101409,0.0333953182873558
"neg_n4",122,1447,3.16931582584658,1.33459076841325,3,3.15962036238136,1.4826,1,7,6,0.133661898930076,-0.521532243576235,0.0350843836078134
"neg_n5",123,1446,3.52558782849239,1.43426994567128,4,3.52072538860104,1.4826,1,7,6,0.0414969211249861,-0.585522549888585,0.0377178345928472
"neg_n6",124,1447,2.60953697304768,1.41626307564214,3,2.47799827437446,1.4826,1,6,5,0.442914529186128,-0.740540420407954,0.0372314257009941
"neg_n7",125,1447,2.32135452660677,1.19460814513395,2,2.20793787748059,1.4826,1,7,6,0.632206784467599,-0.0293671870648695,0.0314044510248851
"gps_g1",126,1447,2.30200414651002,1.33394458360407,2,2.12769628990509,1.4826,1,6,5,0.795992187996053,-0.265982787082534,0.0350673963812692
"gps_g2",127,1447,2.89357290946786,1.25117102217661,3,2.84900776531493,1.4826,1,7,6,0.146243756255155,-0.354061336083908,0.0328914039718817
"gps_g3",128,1447,2.37180373185902,1.4142061275267,2,2.23037100949094,1.4826,1,6,5,0.49207312908863,-1.10110448621273,0.0371773516294122
"gps_g4",129,1447,2.39322736696614,1.14122232770054,2,2.32355478861087,1.4826,1,6,5,0.337274879014701,-0.540672685858868,0.0300010181956012
"gps_g5",130,1447,1.74153420870767,0.999769611792819,1,1.59016393442623,0,1,7,6,1.18512641713917,0.821030004930671,0.0262824390890082
"gps_g6",131,1447,2.78023496890117,1.39206274006441,3,2.69801553062985,1.4826,1,7,6,0.223593535304003,-0.788683847911489,0.0365952352844693
"gps_g7",132,1447,2.05459571527298,1.14468128963323,2,1.92148403796376,1.4826,1,6,5,0.667387355641866,-0.685967657698048,0.0300919491013168
"gps_g8",133,1447,1.50034554250173,0.885471261492985,1,1.30974978429681,0,1,7,6,1.95794873620717,3.96281757870425,0.0232777074045328
"gps_g9",134,1447,2.69661368348307,1.25398766625336,3,2.6220880069025,1.4826,1,7,6,0.360612800691298,-0.249960571733146,0.0329654493074362
"gps_g10",135,1447,1.75259156876296,0.963880104520338,1,1.63071613459879,0,1,5,4,0.917611265852573,-0.292304526148674,0.0253389579332527
"gps_g11",136,1447,2.28334485141672,1.16952680756337,2,2.18636755823986,1.4826,1,6,5,0.470838478218252,-0.666638156917113,0.0307451003913052
"gps_g12",137,1447,2.87076710435384,1.37122005232233,3,2.78515962036238,1.4826,1,7,6,0.289546758019511,-0.510257032830167,0.0360473123784608
"gps_g13",138,1447,2.23911541119558,1.17937146789515,2,2.13805004314064,1.4826,1,7,6,0.459812358510094,-0.806929389811772,0.031003901701597
"gps_g14",139,1447,1.8403593642018,1.01718396464585,1,1.702329594478,0,1,6,5,0.890030007358483,-0.205518366044688,0.0267402362282046
"gps_g15",140,1447,2.34554250172771,1.20717906402707,2,2.24158757549612,1.4826,1,6,5,0.552290265896669,-0.346333895255341,0.0317349215715033
"gps_g16",141,1447,2.95231513476158,1.35520862523468,3,2.87661777394305,1.4826,1,7,6,0.366252254923358,-0.306528878177372,0.0356263960471427
"b1_ppos",142,1447,18.4671734623359,5.63395841053944,18,18.3468507333909,5.9304,7,38,31,0.243992210078273,-0.113526223026071,0.148108291158677
"b1_pneg",143,1447,20.1741534208708,6.40971520881,20,20.0025884383089,5.9304,7,41,34,0.270571635634418,-0.279287827468103,0.168501770374221
"b1_ppsy",144,1447,37.0179682100898,9.30553802399416,37,36.7549611734254,10.3782,16,70,54,0.307951110897772,-0.0822902831818122,0.244628595849699
"cut_pans",145,1447,2.81617138908086,0.909113832003706,3,2.81794650560828,1.4826,1,5,4,0.0662879122546592,-0.271377007060348,0.0238992350165207
"cut_pos",146,1447,2.20456116102281,0.802593434768418,2,2.19844693701467,1.4826,1,4,3,0.144365000464096,-0.569616807483981,0.021098974017336
"cut_neg",147,1447,2.4077401520387,0.890022032726941,2,2.38481449525453,1.4826,1,4,3,0.0145014110224471,-0.767224537898259,0.0233973403343135
"cut_gen",148,1447,2.25086385625432,0.901027698235372,2,2.19844693701467,1.4826,1,4,3,0.240590857936988,-0.738902828704467,0.0236866627241395
"b1_panss",149,1447,75.6579129232896,17.555122963182,75,75.4098360655738,17.7912,31,140,109,0.199860210237454,0.0179808648471771,0.461497773624563
"othmed0a",150,1449,0.906142167011732,0.291731512447135,1,1,0,0,1,1,-2.78243424754934,5.74590719984914,0.00766388802624864
"flag",151,1449,0.854382332643202,0.352844275853479,1,0.94229112833764,0,0,1,1,-2.0073317698507,2.03078376985368,0.00926934151940089
"priflag",152,1449,0.0434782608695652,0.204001526043097,0,0,0,0,1,1,4.4725810450328,18.0164163225645,0.0053591908521074
"conflag",153,1449,0.845410628019324,0.36163760121249,1,0.931093884582257,0,0,1,1,-1.90894004515441,1.64518892058879,0.00950034522676365
"postflag",154,1449,0.447895100069013,0.497449350579252,0,0.434969853574505,0,0,1,1,0.209343687582073,-1.95752474070668,0.0130681669922797
"postflg2",155,1449,0.572118702553485,0.494942373161565,1,0.590008613264427,0,0,1,1,-0.291221504159391,-1.91651125106654,0.0130023078259102
"any_psy",156,1449,0.806073153899241,0.395508760620652,1,0.881998277347115,0,0,1,1,-1.5466758451027,0.392478459939431,0.0103901523334622
"anyppsy",157,1449,0.0365769496204279,0.18778554991161,0,0,0,0,1,1,4.93225626707149,22.342572617354,0.0049331915342224
"anycpsy",158,1449,0.791580400276052,0.406318603118163,1,0.863910422049957,0,0,1,1,-1.43423987644332,0.0570848477245263,0.010674130645532
"anynpsy",159,1449,0.291235334713596,0.454488578428398,0,0.239448751076658,0,0,1,1,0.918045469985225,-1.1579902516404,0.0119395726058745
"anypsych",160,1449,0.157349896480331,0.364256056728772,0,0.0723514211886305,0,0,1,1,1.88007103076526,1.53572836317979,0.00956913296145218
"anyppsyc",161,1449,0.0110420979986197,0.104535695455307,0,0,0,0,1,1,9.34839443706273,85.4514526865877,0.00274618898039229
"anycpsyc",162,1449,0.148378191856453,0.355597202863433,0,0.0611541774332472,0,0,1,1,1.97627619205147,1.90698508554594,0.00934166186687293
"anynpsyc",163,1449,0.0193236714975845,0.137707495869161,0,0,0,0,1,1,6.9763028624599,46.701032893646,0.00361762368372046
"anypsyat",164,1449,0.613526570048309,0.487109298904729,1,0.641688199827735,0,0,1,1,-0.465801913795954,-1.78425852093,0.0127965302480883
"anyppsya",165,1449,0.0241545893719807,0.153581976805334,0,0,0,0,1,1,6.19235439979026,36.3703547549565,0.00403465180436853
"anycpsya",166,1449,0.589371980676328,0.492117653490869,1,0.611541774332472,0,0,1,1,-0.362963212789625,-1.86954650988317,0.0129281014603374
"anynpsya",167,1449,0.041407867494824,0.199300447751558,0,0,0,0,1,1,4.59884208962909,19.1625746830806,0.00523569189470383
"antipsy",168,1447,1.87975120939876,0.649010690065863,2,1.84987057808456,0,1,3,2,0.121945880909271,-0.662688069002805,0.0170615147015551
"antichol",169,1447,0.17069799585349,0.376374929884045,0,0.088869715271786,0,0,1,1,1.74865222065252,1.05851754686091,0.00989433070641985
"statin",170,1447,0.103662750518314,0.304927929972565,0,0.00517687661777394,0,0,1,1,2.5977505359243,4.75159303404873,0.00801609656015637
"oth_chol",171,1447,0.0297166551485833,0.169863226707316,0,0,0,0,1,1,5.53337350519285,28.6380150831883,0.00446544869611678
"inc_lit",172,1449,0.0338164251207729,0.180818800606245,0,0,0,0,1,1,5.1528031988084,24.5683376086354,0.00475017261338183
"incc_lit",173,1449,0.0338164251207729,0.180818800606245,0,0,0,0,1,1,5.1528031988084,24.5683376086354,0.00475017261338183
"incn_lit",174,1449,0.00759144237405107,0.0868275030496241,0,0,0,0,1,1,11.3343978318236,126.555915815107,0.0022809886233722
"n_med",175,1449,2.96135265700483,2.6683426153142,2,2.58311800172265,1.4826,0,16,16,1.49664601913722,2.82075722160568,0.0700982860846794
"n_pmed",176,1449,0.0510697032436163,0.263084185473756,0,0,0,0,4,4,6.7634677512935,61.8237401543161,0.00691131280962683
"n_cmed",177,1449,2.91028295376121,2.66322624312915,2,2.52713178294574,1.4826,0,16,16,1.52114049630228,2.92079866821995,0.0699638772126384
"n_nmed",178,1449,1.20013802622498,1.97042356911124,0,0.763135228251507,0,0,14,14,2.51025216198981,8.133853805178,0.051763710650512
"n_psy",179,1449,1.68530020703934,1.32613364784269,1,1.55986218776916,1.4826,0,8,8,0.78515817615735,0.553902395442821,0.0348379909309548
"n_psypri",180,1449,0.0393374741200828,0.208185007194109,0,0,0,0,2,2,5.62216638327998,34.0510079086741,0.00546909235308797
"n_psycon",181,1449,1.64596273291925,1.33000303295556,1,1.51507321274763,1.4826,0,8,8,0.810729238871213,0.589754966586419,0.0349396410200613
"n_psynew",182,1449,0.477570738440304,0.919224183829845,0,0.260981912144703,0,0,8,8,2.64354241196555,9.81785846674668,0.0241483381647648
"RISPERIDONE",183,1449,0.254658385093168,0.435819428797069,0,0.193798449612403,0,0,1,1,1.12510953308742,-0.734634103902117,0.011449127569205
"QUETIAPINE",184,1449,0.109730848861284,0.312661886279643,0,0.0129198966408269,0,0,1,1,2.49470646320868,4.22647859051347,0.00821373620704444
"OLANZAPINE",185,1449,0.287094547964113,0.45256227864738,0,0.234280792420327,0,0,1,1,0.940239738904738,-1.11671848705582,0.0118889680424427
"LORAZEPAM",186,1449,0.163561076604555,0.370004502776768,0,0.0801033591731266,0,0,1,1,1.81731159431656,1.30352246077382,0.00972014663312317
"HALOPERIDOL",187,1449,0.075224292615597,0.263843970854789,0,0,0,0,1,1,3.21767865358008,8.35922630847484,0.00693127263513683
"CLONAZEPAM",188,1449,0.122843340234645,0.328370627415206,0,0.0292850990525409,0,0,1,1,2.29555472231028,3.27183090397753,0.00862641028563955
"fluoxetine",189,1449,0.0745341614906832,0.262728867025256,0,0,0,0,1,1,3.23658542820651,8.48133989923836,0.00690197847073376
"sertraline",190,1449,0.0917874396135266,0.288825338801568,0,0,0,0,1,1,2.82475797923832,5.98338839234678,0.00758754183650165
"valproate",191,1449,0.126293995859213,0.332295089892119,0,0.0335917312661499,0,0,1,1,2.24768953472652,3.054217483581,0.00872950727620455
"citalopram",192,1449,0.0917874396135266,0.288825338801568,0,0,0,0,1,1,2.82475797923832,5.98338839234678,0.00758754183650165
"amfebutamone",193,1449,0.082815734989648,0.275698650194537,0,0,0,0,1,1,3.02429012887858,7.15126752444783,0.00724269917347962
"ziprasidone",194,1449,0.0559006211180124,0.229809027264041,0,0,0,0,1,1,3.86227553688016,12.9260944514016,0.00603716286114921
"ALBUMIN",195,1451,4.26147484493453,0.305779325243053,4.3,4.26322136089578,0.29652,2.4,5.2,2.8,-0.371813896208541,2.12939761906169,0.00802739089924454
"ALKALINE PHOSPHATASE",196,1451,95.1660923501034,33.3271037232732,90,91.6821705426357,25.2042,30,400,370,2.44073028544242,13.7492048712482,0.874910980046583
"ALT (SGPT)",197,1450,35.008275862069,35.8789843608264,25,28.2689655172414,13.3434,4,490,486,5.38626340036304,45.8853381808427,0.942228290209978
"AST (SGOT)",198,1450,28.7813793103448,26.7490922975886,23,24.2,7.413,8,549,541,8.98930796910626,130.315931581503,0.702465578366368
"BASOPHILS",199,1423,0.408362614195362,0.312481206063356,0.3,0.365144863915716,0.14826,0,3,3,2.05295763547796,7.27939929124456,0.00828364449307844
"BICARBONATE",200,1451,25.4906960716747,3.25328739807297,26,25.5142118863049,2.9652,13,35,22,-0.0699143999452373,0.0273917546689098,0.0854060673695311
"BUN",201,1451,12.7291523087526,4.16939231968002,12,12.4435831180017,2.9652,3,36,33,1.0120258292942,2.65651745292837,0.109455869639898
"CALCIUM",202,1451,9.33907649896623,0.409368194870411,9.3,9.34091300602928,0.444779999999998,7.5,11.6,4.1,0.0372735650351271,1.22209587285164,0.0107468303140863
"CHLORIDE",203,1451,104.317022742936,3.47663824328256,105,104.409991386736,2.9652,86,118,32,-0.450597573361845,1.50869930480017,0.0912695263877262
"CPK",204,1451,183.893866299104,203.14552225099,123,144.131782945736,77.0952,20,2820,2800,5.09830774126043,42.6411848266514,5.3330241187617
"CREATININE",205,1451,0.952377670572019,0.204971481677459,0.9,0.94229112833764,0.14826,0.3,2.4,2.1,0.790620764113824,2.63799107815641,0.00538095963588919
"EOSINOPHILS",206,1423,2.66718200983837,2.05886259613763,2.2,2.38709394205443,1.4826,0,22.4,22.4,2.23335556120718,10.0490712003724,0.0545789169894677
"GGT",207,1450,45.2758620689655,63.0788154620185,29,32.673275862069,17.7912,5,920,915,6.4871983732086,62.5401733521692,1.65653084946687
"GLUCOSE",208,1448,100.209254143646,42.894122362363,90,92.3293103448276,13.3434,36,526,490,4.88215366760788,32.1992552111534,1.12723250959542
"HDL CHOLESTEROL",209,1451,43.4927636113025,13.5238403548471,41,42.1627906976744,11.8608,8,116,108,1.14973307580664,2.19093825503678,0.355031043714433
"HEMATOCRIT",210,1414,42.7630834512023,4.14693271278697,43.1,42.8658127208481,4.15128,27.7,55.5,27.8,-0.263848374232772,0.248322269248498,0.110281403345676
"HEMOGLOBIN",211,1431,14.3829489867226,1.47568733665965,14.5,14.43903930131,1.4826,7.7,18.8,11.1,-0.44650720607563,0.709952214609374,0.0390098727454039
"LYMPHOCYTES",212,1423,30.1972593113141,9.14567597872436,29.4,29.7705882352941,9.04386,4,73,69,0.568644470884047,0.764519642267872,0.242445071852672
"MCH",213,1423,30.5903021784961,2.14950132738827,31,30.7445127304653,1.4826,20,38,18,-0.90428771141449,2.11731474446611,0.0569816823795619
"MCHC",214,1421,33.6931738212526,0.855892494428135,34,33.7282321899736,1.4826,30,35,5,-0.43263001059919,0.15356649347357,0.0227050351708619
"MCV",215,1413,90.689313517339,5.5840607231777,91,90.9575596816976,4.4478,65,111,46,-0.678411648660493,1.77236747879812,0.148552187507964
"MONOCYTES",216,1423,6.52972593113141,2.39552920918587,6.3,6.38920105355575,2.07564,0,23,23,0.851524041538057,2.54106200794367,0.0635036986437442
"NEUTROPHILS",217,1423,60.0836261419536,10.264770102959,61,60.5158033362599,10.22994,14,86,72,-0.527413981531597,0.665212405100936,0.272111425219131
"PHOSPHORUS",218,1451,3.6946933149552,0.596812879197466,3.7,3.68105081826012,0.593039999999999,1.9,6.4,4.5,0.29749400580209,0.490364940070271,0.0156676723359684
"PLATELET COUNT",219,1384,256.160404624277,66.1953898590566,252,253.230144404332,59.304,36,614,578,0.690401976250543,2.19273218376466,1.77934310283198
"POTASSIUM",220,1450,4.36655172413793,0.366137165784721,4.3,4.355,0.29652,3.1,7.7,4.6,0.847248480116314,5.49998590264313,0.0096152330353121
"PROLACTIN",221,1428,20.8766946778711,27.3533031766432,12.55,15.7366433566434,10.785915,1.2,410,408.8,5.87974782198673,60.4752071934378,0.723845160927493
"RBC",222,1424,4.72879213483146,0.468231464638805,4.7,4.72833333333333,0.44478,2.8,7.8,5,0.160378548065796,1.3230091340962,0.0124081089967352
"SODIUM",223,1451,142.027567195038,3.13235587358103,142,142.128337639966,2.9652,127,155,28,-0.506085913155909,1.60253239982542,0.0822313444926107
"TOTAL BILIRUBIN",224,1451,0.446795313576844,0.315017895723875,0.4,0.402239448751077,0.14826,0.1,6.3,6.2,6.85034793927069,98.7279797402024,0.00826992402845736
"TOTAL CHOLESTEROL",225,1451,201.033080634045,50.1267525250743,197,197.527131782946,44.478,91,780,689,1.86601283664286,14.0584251083048,1.31593931901257
"TOTAL PROTEIN",226,1451,7.50303239145417,0.531884520444054,7.5,7.49758828596038,0.44478,5.2,9.5,4.3,0.123097437758855,0.647451924151569,0.0139631577624415
"TRIGLYCERIDES",227,1451,202.642315644383,157.508627813646,160,176.428079242033,102.2994,25,1900,1875,3.02126542759731,17.440112960681,4.13495361224551
"TSH",228,1450,2.16106896551724,5.17887367435459,1.53,1.62862931034483,0.859908,0.03,106.43,106.4,16.1340598177225,291.313283737644,0.136003885682125
"URIC ACID",229,1451,5.97546519641626,1.63274394829209,5.9,5.89767441860465,1.4826,1.5,18.6,17.1,0.816930236252537,3.00003421243999,0.0428631788656688
